student_id,math_pct,english_pct,science_pct
S_0001,79.9380405009792,88.79384836812442,77.99717949173132
S_0002,57.65716147722352,56.10789938721644,87.49871197329747
S_0003,54.411697540138505,79.89227684204613,57.09217917047159
S_0004,82.26972316680792,81.9719944795403,51.03004567585146
S_0005,75.94550434701027,50.290074195692156,62.46360698785261
S_0006,72.54621651955992,84.58201605488664,50.580457888152196
S_0007,57.30253295696639,85.51927055810616,78.16096767285495
S_0008,79.11921350508631,71.25857312092771,47.0884765968246
S_0009,58.667516752990764,90.0281563475761,100.0
S_0010,68.47020018109482,88.63746689189814,91.32670150832752
S_0011,91.7041621958047,76.23741510860646,68.22636385280566
S_0012,60.087486462847814,69.5826553161008,83.61310087396356
S_0013,46.40516114390709,63.32606528900452,38.537566442405755
S_0014,54.21179212194834,74.5492378876057,100.0
S_0015,84.91448240031436,81.83710703645015,57.37613698039119
S_0016,73.82096706070314,71.10987766751231,65.83104654981153
S_0017,68.0668393196687,48.62998793685564,34.59320083060814
S_0018,62.363592920326454,90.22456673491884,76.75317148533611
S_0019,77.28039861329785,77.28267866213872,48.08580517261204
S_0020,57.26342723514665,70.444506039878,69.82980370818852
S_0021,74.58498352963893,85.28590066107947,58.20306020735831
S_0022,59.031181467805645,93.29566315779307,48.600609171253815
S_0023,56.53510922087419,41.3770611661453,53.521492968272895
S_0024,60.437688477624825,80.21116379906486,72.06418461353938
S_0025,64.36888830274057,57.88020947027583,44.933162488361155
S_0026,69.26755246099445,80.9893260815873,54.52138992157561
S_0027,73.53183692666671,76.53512642849495,79.9389208627606
S_0028,14.674520628573337,82.6287183172866,100.0
S_0029,57.88524163379853,69.00902862606414,76.59659875195409
S_0030,64.12645033965941,52.521118658170174,51.48929044080882
S_0031,92.57593057912494,69.59558170491998,61.3919449386984
S_0032,53.79996087426802,79.8821716216774,68.56860211074641
S_0033,72.44194927149869,87.18470794410268,61.710350888557265
S_0034,92.42545464603756,60.9380243943297,84.2550470012648
S_0035,50.305472050790904,87.32472512247621,71.91452269425604
S_0036,75.90962838796604,67.22553252424174,84.34134292837766
S_0037,57.965922490982194,79.34939857913432,62.34001177464267
S_0038,62.43049386566148,68.8812725656124,91.85900395498263
S_0039,57.953337490700285,77.18604753254522,65.00325948293218
S_0040,59.02214037376171,85.7025316148433,50.51858235551615
S_0041,100.0,60.27583107253757,100.0
S_0042,82.66683808107499,66.84112923903803,35.1504005546999
S_0043,86.52606792679313,77.21955104810505,54.7027029445113
S_0044,77.37990230254744,100.0,56.713498667052896
S_0045,45.90614817397063,64.64172345399807,100.0
S_0046,75.9243695548496,99.48160663196303,100.0
S_0047,86.0939442176102,99.05307964410206,94.89070658555956
S_0048,57.19900788941332,73.8322661915809,62.04814407722603
S_0049,84.4799000074169,71.4221696856012,100.0
S_0050,80.56504314781118,66.6952176160237,74.63033606913748
S_0051,97.78060067220505,74.18156963600796,85.5907406654562
S_0052,63.73325481229572,58.1193668092853,71.23451685991172
S_0053,53.5358352658641,74.08513179215282,67.10960171618147
S_0054,64.57557835941182,92.96256328621027,63.467983869325174
S_0055,91.53356489745435,67.6669792502794,64.22648011845509
S_0056,42.573911787370555,72.11130835213139,78.95284967620542
S_0057,38.974364268534515,54.5863143087931,74.60959637795699
S_0058,71.3409291839742,79.48874505757252,67.43351533633368
S_0059,63.36116060838766,78.17378021941649,95.17143186857938
S_0060,70.11591839763527,75.76442831718926,14.598444762666848
S_0061,84.17967656853797,72.39807539733428,77.17797046258151
S_0062,61.711459808217214,71.48690497473055,80.91929671986163
S_0063,41.90491253604069,81.02280280440806,88.64533162859306
S_0064,100.0,74.65420078093652,66.8323140610395
S_0065,55.041575688418355,78.77966245866399,71.74256121291124
S_0066,54.114443169818536,77.57979380945457,85.74707089966498
S_0067,86.55580020583895,88.48112744514914,94.84099527704323
S_0068,64.23266318437723,83.12392916850065,62.590352266782176
S_0069,69.04915221947783,77.31434211780228,72.80556409629608
S_0070,77.24185186090477,93.22106436782616,98.21433135827763
S_0071,86.25374654664994,80.04322234867874,29.76751263418068
S_0072,64.99808960227342,90.65955226548503,55.57977320333747
S_0073,92.79928008871448,82.28331130063965,94.38504761485333
S_0074,37.96300226897792,52.896971052821485,87.66568100494945
S_0075,81.39680855429616,90.65801715983196,77.4040137966805
S_0076,57.40708662973514,76.62211489611202,59.92525628403584
S_0077,90.58406974911988,74.37654274919066,52.12726701826245
S_0078,72.13066718245818,78.37618016987493,57.35811885363727
S_0079,59.90642001985898,70.86020205651519,95.86414797473647
S_0080,79.94261639532449,77.72434632466734,56.68803159520377
S_0081,83.39782520810877,67.89748720388289,69.82561335631384
S_0082,79.62841184287957,90.29126710481243,54.43326239248857
S_0083,54.554556405504094,73.6369426365474,83.16993254178249
S_0084,62.739743145668726,70.4089938873308,58.30292695376406
S_0085,69.93890744317848,63.90089021136871,66.24330997722055
S_0086,69.38110521024909,78.2253094697837,37.69912160522914
S_0087,81.24618213157521,77.2452852015011,38.959371748311085
S_0088,39.77648151240088,79.66109536413008,68.13811747978711
S_0089,75.01490581830255,62.672977349938456,44.147171206440284
S_0090,65.6502796834504,55.78582561426113,100.0
S_0091,57.42249075424071,82.50709563007872,30.89258398197951
S_0092,58.862698333456,92.8157023425181,53.59684462404613
S_0093,66.78193503223055,62.683756531321244,68.30061561081591
S_0094,15.983723433107219,94.07329540274038,61.427607119675876
S_0095,59.48065643812675,78.40693270483658,48.12538178004946
S_0096,56.8627776303056,74.91524514539005,50.75729888908518
S_0097,77.99174813983936,70.22941564145066,50.16822660501371
S_0098,57.91709976234219,58.38578376690004,62.83900949323887
S_0099,66.77329299744265,86.85274219109519,100.0
S_0100,93.13414941491953,65.69272366274876,69.40287133804777
S_0101,84.91527279723135,65.6423198911488,89.29220880897543
S_0102,83.5340709991518,86.90311571864345,77.12557422490654
